"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ETV3L",5.75766612308214,5.61595213343584,2.25370907155673,2.49187093592195,0.0127072202860009,NA
"AC024909.2",284.757648806367,1.000746458178,0.401724929957255,2.49112361108503,0.0127339808519075,0.999987856351933
"LOX",29895.5636005191,-0.836834073301308,0.336353575498643,-2.48795949934739,0.0128478363269847,0.999987856351933
"PPARGC1B",6.30945794911259,4.38025889494788,1.76081950961841,2.48762514898369,0.01285991984992,NA
"RAPGEF2",583.174149926895,-1.20822507109052,0.486409633448603,-2.48396616350771,0.0129928152973891,0.999987856351933
"RARG",1924.46447253332,-1.10121171271733,0.444225418946233,-2.47894799745941,0.0131770516124861,0.999987856351933
"PARP8",1371.17517932399,1.37715969662006,0.556216958202163,2.47593978628662,0.0132885987603364,0.999987856351933
"SRSF4",689.680256598273,-1.58296281082848,0.639506570936882,-2.47528779651072,0.0133128848998393,0.999987856351933
"COLQ",11.5405949617403,2.75599146800843,1.11410041478141,2.47373704510213,0.0133708069516596,0.999987856351933
"PRLR",116.070507947048,1.25544425225021,0.507830723809184,2.47217073207634,0.0134295362338968,0.999987856351933
"AL713999.1",7.39359428570124,-6.69366302383696,2.70849146489785,-2.47136205174986,0.0134599470376212,0.999987856351933
"FBXL22",7.31269003334332,3.50207376717315,1.41919008942365,2.46765658333718,0.0136000725287623,0.999987856351933
"ZNF621",1036.63908610529,-0.82232922010234,0.333440049645393,-2.46619810960582,0.013655578444789,0.999987856351933
"AXIN1",1050.11838213587,-0.733712863297505,0.297541795411264,-2.46591529194533,0.0136663649217826,0.999987856351933
"SCUBE3",937.146909565939,-1.78935382665925,0.725877912749029,-2.46508923226862,0.0136979133922531,0.999987856351933
"PCDHGC4",1015.70459937364,1.40451915565412,0.570422823469073,2.46224221378876,0.0138071387816983,0.999987856351933
"CCDC91",1007.07883956652,-0.723988587788919,0.294113727486177,-2.4615940030305,0.0138321145038075,0.999987856351933
"UBE4A",1561.92622212023,1.59748735957794,0.649116583537783,2.46101763549375,0.0138543555851841,0.999987856351933
"BRCC3",561.527076181255,-1.07488816969687,0.437383188371593,-2.45754340421439,0.013989090515272,0.999987856351933
"SELENOF",7880.16801023037,-0.970095705316265,0.396028853361899,-2.44955814981938,0.01430316123919,0.999987856351933
"POU2F2",2972.32807886399,0.758255291199284,0.309589305390104,2.44922960191997,0.0143162156507874,0.999987856351933
"AC009053.1",102.284504408029,1.55557198092694,0.635387952086696,2.44822391708599,0.0143562405404365,0.999987856351933
"CCDC126",142.472063736639,0.850204425297575,0.347286944887937,2.44813240984892,0.0143598872984297,0.999987856351933
"BNIP3P1",481.215308911969,1.16826824608003,0.477681581780116,2.44570502745027,0.0144569224225701,0.999987856351933
"AC012378.2",3.26555362188392,4.79617803828596,1.96130675501567,2.44539923498486,0.0144691874597334,NA
"EBF3",344.29680868382,-1.61638304019329,0.661323138219388,-2.44416526018643,0.0145187742575705,0.999987856351933
"AL050331.1",4.03719471081593,-5.81015866389338,2.3790915214796,-2.44217534778987,0.0145990537976514,NA
"PIR",301.430292830855,0.732622452106757,0.300726161105114,2.43617798137183,0.0148433790615152,0.999987856351933
"AL162586.1",65.1000882177021,1.53076050964292,0.629211652722978,2.43282288720878,0.0149816271607246,0.999987856351933
"AL359555.4",10.9830844890104,-2.89850883627434,1.19337679031936,-2.42882956982821,0.0151476510053813,0.999987856351933
"BPNT1",676.306940714389,-0.799106414384756,0.329083975717632,-2.42827507064769,0.0151708321879402,0.999987856351933
"SLC22A13",3.2727874712749,4.79777138154043,1.97670754414514,2.42715286626545,0.0152178422458161,NA
"SLITRK4",43.0847132263611,2.66254125855388,1.09890400349888,2.42290614109734,0.0153969041687739,0.999987856351933
"LANCL1",1262.51989753314,-0.828294303358907,0.341885745331317,-2.42272254596698,0.0154046870525694,0.999987856351933
"FBXW7",260.111751154433,-1.68452686037243,0.696625052678119,-2.41812558118087,0.0156006916542771,0.999987856351933
"SLC25A24",2318.13165989556,-0.997506528230514,0.412615741723825,-2.41751932212556,0.015626704315678,0.999987856351933
"SMS",4506.56762809252,-1.33911101791396,0.554624156307535,-2.41444769883308,0.0157590852785237,0.999987856351933
"EDN1",378.900948053593,-1.11730436868662,0.463964530098261,-2.40816764257817,0.0160328169799047,0.999987856351933
"PLEKHB2",1489.76694783597,-0.994319487171964,0.413022753399605,-2.40742060573584,0.0160656549999246,0.999987856351933
"MRPL36",836.02163899482,-0.948601421771982,0.394146534246535,-2.40672272708262,0.0160963855408784,0.999987856351933
"AL589743.7",4.79150538994243,-5.07011170387702,2.10731447660921,-2.40595874994183,0.0161300859088798,NA
"AP001273.2",4.32214052744749,-5.90313214006138,2.46185772855998,-2.39783642717417,0.016492228195374,NA
"AHNAK",550.200440294025,-1.53410510624764,0.639939718333096,-2.39726502715546,0.016517971471967,0.999987856351933
"RNF44",90.7275397585249,0.921948878750492,0.38488551330673,2.39538472318587,0.0166029341111634,0.999987856351933
"LRRC75B",131.244942155885,-1.1429199228654,0.478266866741434,-2.3897116909905,0.0168616034477579,0.999987856351933
"LINC00326",3.2168952092845,4.76899361945059,1.99855047735325,2.38622625422318,0.0170222749245799,NA
"BICRA",112.238221514866,-1.79768532502364,0.753609507146781,-2.3854334479269,0.01705900866374,0.999987856351933
"AC006058.1",1415.28271991156,0.784956000373773,0.32947648005889,2.38243409737008,0.0171986100820008,0.999987856351933
"TAPBPL",1680.67130248803,-1.31637836290042,0.553171683125928,-2.37969224212938,0.0173271024187356,0.999987856351933
"SLAMF7",298.829124297768,1.83222079262566,0.770016768426063,2.37945570506312,0.017338226669006,0.999987856351933
"AC068234.1",265.696331239207,-8.75450079337881,3.68691067059312,-2.37448139527895,0.0175736218211025,0.999987856351933
"KIAA0513",107.73836572617,-0.898624920144455,0.378743784535206,-2.37264598611762,0.0176611822974347,0.999987856351933
"ATN1",345.97574442718,-1.3369772690093,0.564284994535562,-2.36932982793509,0.0178203536252109,0.999987856351933
"FRMD4A",330.696263220512,-1.71851983020291,0.728246261046159,-2.35980590924584,0.0182844986545113,0.999987856351933
"BSN",3.50754792168212,4.8112888634148,2.04322837460057,2.3547484575019,0.0185352479636242,NA
"NDNF",180.294217351407,1.02926428294991,0.437209519465271,2.35416713755171,0.0185642618409857,0.999987856351933
"AC243965.2",3.28006344864798,4.79316272174698,2.03636221209467,2.35378691142406,0.018583260547664,NA
"CCDC180",3.42415388521675,4.66425507502962,1.98184862548666,2.35348704994272,0.0185982556822135,NA
"EPHA7",6.67413891969558,4.18065754445006,1.77657591281535,2.35321075462796,0.0186120817172076,NA
"AC008467.1",3.1900350979774,4.76729672929506,2.02612904876276,2.3529087311621,0.0186272054966655,NA
"GNAQ",1698.67261520133,-1.37071611959899,0.582807182526831,-2.35192043045195,0.0186767696900674,0.999987856351933
"CCL3",16737.0333792491,1.8683360250551,0.794771783318556,2.35078303516752,0.0187339538819629,0.999987856351933
"MYC",298.169391991908,-0.973091409185206,0.415597761042467,-2.34142601428927,0.0192102330143837,0.999987856351933
"RBM8A",3491.1905435504,-0.909587955736813,0.388562675414993,-2.34090408906453,0.0192371082735178,0.999987856351933
"RPL36A-HNRNPH2",1520.3373895988,1.5722886464119,0.671913964441131,2.34001483764318,0.0192829737897463,0.999987856351933
"MTR",799.240215968444,-0.963392676962607,0.412885457337557,-2.33331704917613,0.0196315112762435,0.999987856351933
"SPPL2B",539.163388769162,0.789562193943959,0.338599862807692,2.33184440004452,0.019708878313796,0.999987856351933
"UNKL",483.334379547438,-0.932960481893794,0.400642778329057,-2.3286591755999,0.019877128463378,0.999987856351933
"C1QB",5.41850799073186,5.52209887674598,2.37242640428664,2.32761651394889,0.0199324757667286,NA
"EIF3F",5328.9226453456,-0.712026112734347,0.306510841281967,-2.32300466031261,0.0201789020845086,0.999987856351933
"SRPK3",11.3185527883351,2.94227347171197,1.26728681795148,2.3217107840418,0.0202485138858044,0.999987856351933
"INTS4",694.516118154184,0.904515227914187,0.389643299220292,2.32139300155859,0.0202656429075664,0.999987856351933
"ABCA13",158.103122177021,1.09844434613523,0.474604931256143,2.31443938694014,0.0206436324794472,0.999987856351933
"CRLF2",127.678988167637,2.26962345739988,0.980887320346332,2.31384727921503,0.0206761008893741,0.999987856351933
"ATP13A1",1704.47926595491,0.943222284578071,0.407810089762054,2.3128958999725,0.0207283633070587,0.999987856351933
"ARMH1",17.6389682026159,2.68078173162162,1.15953549820107,2.31194451207458,0.0207807413287688,0.999987856351933
"LAIR1",5.21954701478944,5.46306839276626,2.36344041892241,2.31148978794951,0.0208058165839496,NA
"H1FX-AS1",6.49219663705915,2.86058268603109,1.23757873131815,2.31143491209183,0.0208088444347196,NA
"HMSD",16.1923615356467,-1.88126789363319,0.81415530202561,-2.31069906313036,0.0208494830332203,0.999987856351933
"CCDC137",877.422737624331,0.858865958093865,0.371874212334252,2.30956040942654,0.0209125035958672,0.999987856351933
"PHF1",2133.86900000441,0.683793651183077,0.296175871579696,2.30874192261498,0.0209579065194125,0.999987856351933
"C7orf25",451.724747911202,-1.22192582475488,0.529972068027604,-2.305641935626,0.0211306480220851,0.999987856351933
"DACT1",3440.7756667089,-0.59615126838167,0.258655494470702,-2.30480805985429,0.0211773255133968,0.999987856351933
"AL355607.2",22.1847749368967,1.82169711969495,0.790927896536136,2.30324044413285,0.0212653184290145,0.999987856351933
"ATP8B4",36.6189537464327,1.32823661302169,0.57749349496797,2.30000272660277,0.021448065570677,0.999987856351933
"GOLGB1",737.803614431746,1.3289889351464,0.57930498658407,2.29410926182928,0.0217842234963575,0.999987856351933
"PVRIG",5.09932927334703,5.43173308060165,2.36910958818741,2.29273188023245,0.0218634459376623,NA
"SGK1",2589.65501098161,-0.52566727926758,0.22931700124396,-2.29231708253653,0.021887352795358,0.999987856351933
"TMEM150B",23.7673866181065,1.73098939571669,0.755364092791441,2.29159608225463,0.0219289617658127,0.999987856351933
"ZNF618",335.204289061418,-0.823672171712937,0.35998380211239,-2.28808120498649,0.0221327925604891,0.999987856351933
"GFRA2",56.8888982797011,1.55478921605591,0.679859636483421,2.28692678991515,0.0222000966281902,0.999987856351933
"PCNX1",1520.0080003615,-0.849651327529706,0.372443995652168,-2.28128614623501,0.0225315199661787,0.999987856351933
"MCUR1",677.327761213798,-1.12145037155463,0.493279279984931,-2.27345931008675,0.0229985155032218,0.999987856351933
"PCDHGA7",123.788099243051,-1.18586652076865,0.522240458243781,-2.27072893731088,0.0231633921359174,0.999987856351933
"AJ003147.2",7.79305295999881,-2.73376321467115,1.20396751408935,-2.27062871936283,0.023169463387487,0.999987856351933
"IGFBP7-AS1",59.4186972638511,-1.89469427113227,0.834615985143133,-2.27013896793187,0.0231991526446523,0.999987856351933
"IRX3",1716.41741716476,0.819688134871925,0.361461499100037,2.26770523807591,0.0233471783873822,0.999987856351933
"A2M",1315.13522400859,1.63749300392898,0.722884240638627,2.26522161069987,0.0234990836274311,0.999987856351933
"ARMC3",14.841961193632,-2.93975826866634,1.29847929396304,-2.26400088344422,0.0235740604418622,0.999987856351933
"ZFYVE16",1627.96066870714,-0.733064155834398,0.323808720718859,-2.26388021362423,0.0235814832192749,0.999987856351933
"TMEM9B-AS1",26.2198314813929,1.26366492504056,0.558787346401599,2.26144155406907,0.023731928033676,0.999987856351933
"GPRC5D",2.8820893444713,4.61247339555247,2.03995909292271,2.26106171028363,0.0237554359981453,NA
"AC092755.2",2.89045796816126,4.61978990681676,2.04489569787627,2.25918119521433,0.0238721160691361,NA
"RPL6P27",1327.32173395805,1.86599344282475,0.826481660991043,2.25775541176221,0.0239609124762142,0.999987856351933
"PDLIM5",2516.20181943958,-0.835686386300637,0.370366818871438,-2.25637487949676,0.0240471634926046,0.999987856351933
"CCDC73",8.68951124599637,3.07991101693901,1.36712060911101,2.25284513773936,0.0242689150428927,0.999987856351933
"LRRC14",713.919542650425,0.854204101790769,0.379371617344101,2.25162891143747,0.0243457324477051,0.999987856351933
"LARP1",630.812815703143,1.80191196062445,0.801053708365622,2.24942715052261,0.024485332839145,0.999987856351933
"FGFR4",7.17918033515697,3.49918884551398,1.55750165605932,2.24666781694947,0.0246612645053355,0.999987856351933
"BRD9",1174.38053288283,-0.753921169880367,0.335583619103122,-2.24659705350127,0.0246657906594504,0.999987856351933
"RBM25",2821.78292444909,-1.03804497049764,0.462368033870096,-2.24506214629294,0.0247641432570244,0.999987856351933
"AC009336.2",25.0017894363972,-1.66809482171993,0.74356805051347,-2.24336537935974,0.0248732625091364,0.999987856351933
"BDH2",551.911964379618,0.687159745386538,0.306309617446134,2.24335021249334,0.0248742397664928,0.999987856351933
"GPRASP2",10.6021588296933,2.93044412415111,1.30633102853097,2.24326304753437,0.0248798567722244,0.999987856351933
"MAGI1",170.239182965979,-0.911918763805727,0.406648156337649,-2.24252526316273,0.0249274444208677,0.999987856351933
"GLCCI1",72.9930168604794,-1.05101160715258,0.468712406434288,-2.24233792987925,0.0249395400990749,0.999987856351933
"COL28A1",2.88488497732109,4.61562799462471,2.06103348928373,2.23947258432408,0.0251251832099827,NA
"ZNF546",106.349068752558,0.9610520027662,0.429173237041565,2.2393101894961,0.0251357403492587,0.999987856351933
"TLDC1",557.692315629316,1.27228884549591,0.568265043942299,2.23890041989824,0.0251623961672516,0.999987856351933
"RAB11A",1353.98233637738,-1.36130528416043,0.60824534684441,-2.23808581721654,0.02521545936028,0.999987856351933
"KIF24",30.7286759034909,-8.7390036516214,3.90868647312674,-2.2357903893557,0.0253655047766793,0.999987856351933
"LRP5L",35.5734585249695,1.42720374361138,0.640728358786631,2.22747085256866,0.0259158217180631,0.999987856351933
"TMEM108",102.728653891911,1.37882728601856,0.619175161153224,2.22687758250908,0.0259554564544631,0.999987856351933
"SPSB2",119.326603360269,0.755166858828201,0.339373057685072,2.22518211663394,0.0260690148849083,0.999987856351933
"STX18-AS1",12.8143018409204,2.33863643921474,1.05151654251666,2.22406053034366,0.0261443719836381,0.999987856351933
"NIPSNAP3B",12.7308291727566,2.73226604006363,1.22899093465139,2.22317835146494,0.0262037760043043,0.999987856351933
"AURKA",168.039816491696,-1.2554271042489,0.564901857617036,-2.22238090974732,0.0262575743576258,0.999987856351933
"GOLGA4",406.054250252877,-2.02812837668814,0.913863329128694,-2.21929068827154,0.026466954702743,0.999987856351933
"SYNC",1329.01950508472,-1.10216670924962,0.496655406082818,-2.21917791642005,0.0264746228495427,0.999987856351933
"RGL4",7.63468661257135,2.68905688361258,1.2132984210672,2.21631944534085,0.0266696322078619,0.999987856351933
"SRSF3",7950.42297247773,0.720912234074856,0.325340588417382,2.21586933736651,0.026700452059055,0.999987856351933
"LPL",5.72457005098426,5.59033655556559,2.52481891438081,2.21415346808607,0.0268182235782799,NA
"RAPGEF1",190.034533086573,1.38325272256004,0.625350636193522,2.21196340501039,0.0269691935914146,0.999987856351933
"SNORC",22.4851912377828,2.20265700339198,0.997491711233067,2.20819579610253,0.0272306273300104,0.999987856351933
"PODXL",467.079189081628,-1.68644527557385,0.763948243717219,-2.20753865126771,0.0272764497880559,0.999987856351933
"AC010422.5",4.479857419058,5.25067369519204,2.38286527012459,2.20351262029914,0.0275586384582548,NA
"LIPT1",132.213269316217,-1.01647097048656,0.461487870044543,-2.20259520664855,0.0276232920701011,0.999987856351933
"INKA2-AS1",17.0224679901123,2.90441563092907,1.31865957304596,2.20255150783169,0.0276263749524234,0.999987856351933
"GGT5",287.842351592499,0.813300772157289,0.369320107278752,2.20215676354559,0.0276542369866342,0.999987856351933
"ARIH2",1169.206242726,-0.659754022447984,0.299628171614836,-2.20190918261211,0.0276717242285639,0.999987856351933
"NRXN3",31.8390520272821,1.91218259979798,0.869177470946361,2.19999098425318,0.027807534693236,0.999987856351933
"AC119800.1",2.93917345550497,-4.29294454033694,1.95179639918926,-2.1994837894568,0.027843540547602,NA
"SLC35A1",730.386666581564,-0.940909715776733,0.427847957043551,-2.19916842019876,0.0278659489322978,0.999987856351933
"CCDC3",166.315179821445,1.084853377248,0.49363909215304,2.19766504414458,0.0279729843198976,0.999987856351933
"AC145285.6",12.8375879935197,2.19069725618665,0.997469441449026,2.19625500807746,0.0280736961074247,0.999987856351933
"CYP19A1",16.7257155929096,2.0194203634892,0.920636123089435,2.19350546088992,0.0282709815734619,0.999987856351933
"DENND6B",75.0057770229,-0.969322070492367,0.442081104788405,-2.19263402120821,0.0283337578960717,0.999987856351933
"C1QC",5.01605379684552,5.41000101741106,2.46825586161127,2.19183152830819,0.0283916736529892,NA
"MFAP5",548.182000420595,-0.823027842737214,0.37559325012521,-2.19127431726434,0.0284319474335921,0.999987856351933
"NUDT4",688.455981773655,-0.828306416421331,0.378073543245712,-2.1908605646151,0.028461884240954,0.999987856351933
"FBXL20",748.023915728826,-0.922720603431322,0.421374371605349,-2.18978814472259,0.0285396049226556,0.999987856351933
"ERAL1",834.527489496346,0.806363508564612,0.368363436585153,2.18904328844323,0.0285936938465624,0.999987856351933
"DGAT2",419.395336935459,0.695668171748534,0.317959663304914,2.18791328597366,0.0286759193355777,0.999987856351933
"FASTKD3",188.630243305675,-1.0047988401317,0.459597007916575,-2.18626062142269,0.0287965433694354,0.999987856351933
"LINC01569",17.0461926046294,2.64727668910205,1.21160246199527,2.18493835407243,0.0288933668559082,0.999987856351933
"ACOT2",556.493089345619,-1.10039654333845,0.503713954540482,-2.18456632662141,0.0289206591643217,0.999987856351933
"CDYL",505.267466655117,-1.07886254389165,0.494117723509256,-2.18341195338936,0.0290054864617194,0.999987856351933
"TXNRD1",13328.6495162409,0.937595823859643,0.429777581133245,2.18158383549783,0.0291402609445148,0.999987856351933
"FLNB",9671.79640174229,-0.954272836115769,0.437515442427895,-2.18111806710237,0.029174684848284,0.999987856351933
"PRRX2",554.096958973055,-1.20439277303668,0.552303491264043,-2.1806720255927,0.029207683578935,0.999987856351933
"PGGHG",304.31061938574,0.81103505923745,0.37222101654937,2.17890721688972,0.0293385615430887,0.999987856351933
"AL132780.3",42.9054112578053,8.51087933245163,3.90758639376813,2.1780399650344,0.0294030615026374,0.999987856351933
"IL1RL2",78.5552651067381,1.05917125803987,0.486380446038027,2.17766003273301,0.029431356540356,0.999987856351933
"LINC00472",42.9677511895173,1.52025677213886,0.698311568684062,2.17704652237643,0.0294770964952998,0.999987856351933
"AL132780.1",3.07177841393159,4.69799551205786,2.15910717816419,2.17589731513578,0.0295629396178544,NA
"SYNE3",51.7744233312932,1.98264379743766,0.911209522329562,2.17583744336748,0.0295674177870535,0.999987856351933
"STK33",6.15618563187416,3.57837805005874,1.64561390192063,2.17449430020149,0.0296680329966853,NA
"AC004951.4",10.4045877288934,-4.26162789261677,1.96166131217773,-2.17245855141311,0.0298210927498658,0.999987856351933
"TRIM66",214.635502260196,1.04544806785401,0.481358723528474,2.17186895500849,0.0298655487197562,0.999987856351933
"CNPPD1",1190.77644000298,-1.04794964236227,0.482874010870902,-2.1702340957887,0.0299891163566686,0.999987856351933
"FOXP4",529.298735362623,-0.942130921992135,0.434540230777404,-2.16810977502966,0.0301503352921337,0.999987856351933
"POSTN",1284.2397942814,-1.61356053181784,0.744810902348866,-2.16640294433023,0.0302804091685968,0.999987856351933
"CP",755.236611014237,2.00143244406107,0.923929744889984,2.16621713407374,0.0302945984249912,0.999987856351933
"SAMD8",1341.94241055474,-1.70049583352816,0.785443271586888,-2.16501419649636,0.0303865981042266,0.999987856351933
"FRYL",1998.55650154711,-0.791633644102939,0.365884317514396,-2.16361731347447,0.0304937316581636,0.999987856351933
"METRN",98.9835371404029,1.54235816873738,0.713413163247259,2.16194240335711,0.0306226160094728,0.999987856351933
"STARD7-AS1",115.706046774309,0.84730091732981,0.392025069468647,2.16134370814154,0.0306687989740739,0.999987856351933
"AHRR",298.659750947566,0.956590037866899,0.443065381709789,2.15902681038952,0.0308480870158107,0.999987856351933
"LINC01483",120.922379769414,1.31624941271428,0.610373442143867,2.15646573365168,0.0310473166717056,0.999987856351933
"URGCP",2080.47849919368,0.614011588646899,0.284793558716302,2.15598832857926,0.0310845765282897,0.999987856351933
"DLK1",190.32290322001,-1.27170163968658,0.589982094958388,-2.15549192179514,0.0311233600966476,0.999987856351933
"NAT1",224.912855558065,-0.763772492212317,0.354357916656631,-2.15537019581364,0.031132876715187,0.999987856351933
"AKNAD1",3.21036111161093,-5.47332130610462,2.5419910459029,-2.15316309431001,0.0313058630140791,NA
"MEG9",90.7735303588095,0.977822482389627,0.454307039167806,2.15233839251267,0.0313707120945892,0.999987856351933
"EXT1",5415.20746439287,-1.07950120128198,0.502357635457143,-2.14886989883142,0.0316447145451172,0.999987856351933
"NGF-AS1",5.14192291853495,3.72368962338141,1.73458109105552,2.1467371243598,0.0318142154643255,NA
"SOGA3",12.6072049683377,2.58257515834767,1.20339254914539,2.14607873397732,0.0318666976218497,0.999987856351933
"TAS1R1",11.3494894559749,-1.72464302764155,0.803862287463515,-2.145445873675,0.0319172146505578,0.999987856351933
"AC002094.1",23.8778319187895,-8.37624504339741,3.90922429709245,-2.14268724606756,0.0321382201692582,0.999987856351933
"IDS",2145.30162257864,-0.59281179297576,0.276751173163151,-2.14203895217559,0.032190347688853,0.999987856351933
"AC098484.4",2.780419495633,4.5560742250724,2.12820074566824,2.14081036967302,0.0322893333923444,NA
"THRB",2.7212329171226,4.52641633776589,2.1160316222631,2.13910618827373,0.0324270693523813,NA
"ROCK1P1",22.7426150602714,-2.0483468173057,0.958589296994548,-2.13683464203893,0.0326114434266826,0.999987856351933
"SYCP2",70.1428031869311,1.82970697791011,0.857741248615478,2.13316892578447,0.0329108712377836,0.999987856351933
"ATP2C2",4.19311356417006,5.28630633321185,2.47936637158218,2.13211988103172,0.0329969926442762,NA
"ZNF791",479.842847416359,-0.760565510307085,0.357049550020581,-2.13013994910019,0.0331600610228831,0.999987856351933
"EFCAB10",14.5381235747153,-1.9430351598739,0.912285503733633,-2.12985425277702,0.0331836479889457,0.999987856351933
"FDCSP",33.2871817835715,-2.1010626513948,0.987591235027866,-2.12746182517052,0.0333817299382426,0.999987856351933
"BATF2",4074.74802178197,-0.950239590518224,0.447827924406141,-2.12188552506708,0.0338473522702394,0.999987856351933
"SPATA17",41.3172647843014,1.39619592656868,0.658069116015044,2.12165545014996,0.0338666822768754,0.999987856351933
"NUP210",2.79020493597123,4.561693799078,2.15029757022132,2.12142443085609,0.0338861011226425,NA
"AC245297.3",40.1838316224601,2.04872617068441,0.965964761308826,2.12091191391755,0.0339292158757996,0.999987856351933
"EEF1E1-BLOC1S5",5.02764411427685,-6.13966779715722,2.89483702059799,-2.12090274978207,0.0339299872221688,NA
"HECW1",89.1538560235845,0.822305856854306,0.387722666722532,2.12086093342274,0.0339335071003767,0.999987856351933
"SDAD1",1309.63857748205,0.999283076752804,0.47130996918832,2.12022478216141,0.0339870934341048,0.999987856351933
"AC018638.4",17.3248926777527,-2.10172754848488,0.992084189207678,-2.11849717125662,0.0341329842287505,0.999987856351933
"CCNYL1",463.177209759033,1.48498348919722,0.701530049397378,2.11677816292094,0.0342786795042342,0.999987856351933
"SULF2",110.191542209205,-1.09669592634935,0.518193359711953,-2.1163835965767,0.0343121960311789,0.999987856351933
"PCDHGB3",207.352765549285,-1.81949331018492,0.86037696638643,-2.11476292517077,0.0344501582273912,0.999987856351933
"ZSWIM4",667.304498979336,1.2541663468247,0.593990338596365,2.11142549858365,0.0347357553020166,0.999987856351933
"CDKN2AIP",444.567355773611,-0.971294232704911,0.460028201107839,-2.1113797596883,0.0347396833678646,0.999987856351933
"PIK3R5",35.3509458782377,1.71045098871369,0.810245068605785,2.1110291873259,0.034769803194302,0.999987856351933
"AASS",245.387843317271,-1.13076809734952,0.535726761376709,-2.11071796085689,0.0347965612581914,0.999987856351933
"TRIM17",8.9865541264523,2.60240296619185,1.23396489825958,2.10897649508698,0.0349466105504085,0.999987856351933
"VPS33A",380.502178506109,0.887292366123866,0.420737478546666,2.10889785523457,0.0349533993846742,0.999987856351933
"RHOH",16.9621154919532,-1.93505106255387,0.917718180855548,-2.10854606884861,0.0349837822449243,0.999987856351933
"TMEM121B",5.02395715921058,3.37376801855217,1.60104845622664,2.10722417890055,0.0350981520177776,NA
"ALDH3A1",3.36744841429338,-5.49613518270041,2.60911532930406,-2.1065129321694,0.0351598209672499,NA
"MSI1",9.19828408566543,2.40945682910915,1.14437695556216,2.10547478905283,0.0352499996136235,0.999987856351933
"PSG1",2.88245634458446,4.60418933743452,2.18732783646081,2.10493793417099,0.0352967110766451,NA
"LRRC28",195.277985058802,0.833618839131658,0.396222142872089,2.10391785044879,0.0353856135889968,0.999987856351933
"CHD3",1591.76135599567,-0.87193779320723,0.414454967464269,-2.10381793356694,0.0353943318278761,0.999987856351933
"AGAP9",75.2346238863704,1.76251317318299,0.838310496305537,2.10245867247332,0.0355131162257926,0.999987856351933
"GORAB",349.636657664912,-0.93991158385268,0.447096536385533,-2.10225646445668,0.0355308160008912,0.999987856351933
"CLDN14",62.3234630496735,-1.70910529751477,0.813486450529144,-2.10096344739739,0.03564417505534,0.999987856351933
"AL391244.1",200.202343179831,-0.920707809632985,0.43855020494753,-2.09943536508697,0.0357785399297162,0.999987856351933
"ITM2C",801.639386892019,-0.783643649738813,0.37342850421309,-2.09851053387087,0.0358600703576288,0.999987856351933
"AL121594.1",414.888044598111,-1.08596815555455,0.517770910517632,-2.09739120814817,0.0359589587284042,0.999987856351933
"AC107918.4",2.51592703652804,-5.09371504599645,2.42951249612317,-2.09659964874625,0.0360290304105609,NA
"AC005280.1",7.37981550805195,2.51930152048807,1.20182588686807,2.0962283705282,0.0360619373813164,0.999987856351933
"ADTRP",2.87271975975212,4.63234002804817,2.21007432956961,2.09601096491188,0.0360812182748212,NA
"BORCS7-ASMT",4.87977222856282,-6.09679210943362,2.91161031305924,-2.09395882480843,0.0362636483349988,NA
"RNASEH1",1102.05350539523,-1.39302633755291,0.665475797457197,-2.09327873812347,0.0363242795087672,0.999987856351933
"NDST1",246.969095063285,0.839521998586859,0.401270138743466,2.09216165752012,0.0364240571245003,0.999987856351933
"PRR3",360.137762363829,0.915768830106223,0.438048362402148,2.09056558295156,0.0365670236633063,0.999987856351933
"RPAP2",932.277402455489,-1.04177887140247,0.498998585564893,-2.08773912700198,0.0368213733087662,0.999987856351933
"AC104066.1",3.08649546032757,-5.4094873544923,2.59379049755695,-2.08555292325553,0.0370191394776856,NA
"HCFC1",342.463567346327,0.906095289896067,0.434592005444455,2.08493317535698,0.0370753667658563,0.999987856351933
"LRRC20",78.4954212958841,1.11629068072762,0.53575783016181,2.083573245006,0.0371990027884972,0.999987856351933
"ZNF692",201.863686591633,0.800335577075996,0.384555675246994,2.08119559427111,0.0374160066591844,0.999987856351933
"AKAP7",185.613345443653,1.48251297176836,0.712443776049764,2.08088416462607,0.0374445099236957,0.999987856351933
"RASSF8",583.879329117628,-1.4869343112707,0.714869278038637,-2.08000869103,0.0375247357171018,0.999987856351933
"ARMCX3",1956.58311146103,-0.87328175481796,0.420130033124016,-2.07859873364536,0.037654247480988,0.999987856351933
"CRK",4606.81399113714,-0.590030569120369,0.283938724206089,-2.07802077990641,0.0377074452681104,0.999987856351933
"AC112128.1",11.7498002521241,-2.80521956519888,1.35014378032969,-2.07771913337546,0.0377352357278272,0.999987856351933
"LINC00996",27.5776854313879,2.25676790740048,1.08762760500799,2.07494541055154,0.0379915944016712,0.999987856351933
"BTLA",26.5494102759126,-2.2180307381435,1.06924738284469,-2.07438500550034,0.0380435687687299,0.999987856351933
"CTNNBL1",1590.52178015361,1.19593078614956,0.576959238844274,2.07281677046227,0.0381893350827634,0.999987856351933
"RNF133",2.58831599414032,4.45458765041267,2.15311279746469,2.06890584443973,0.0385549230494319,NA
"RSPH1",2.484486603081,4.402545021876,2.12880220298907,2.06808552513444,0.0386319815746912,NA
